Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
TRANSFER,5,4,-1.54,118.29,Late delivery,1,Men's Footwear,West Covina,EE. UU.,Corporate,CA,Apparel,LATAM,Santo Domingo,República Dominicana,11.7,0.09,129.99,-0.01,1,129.99,118.29,-1.54,Caribbean,Santo Domingo,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,-0.0118470651588583,0
PAYMENT,5,4,40.48,149.94,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Pacific Asia,Yakarta,Indonesia,0.0,0.0,49.98,0.27,3,149.94,149.94,40.48,Southeast Asia,Yakarta,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.75,449.82,0.2699746565292784,0
TRANSFER,4,4,56.38,119.95,Shipping on time,0,Indoor/Outdoor Games,Tallahassee,EE. UU.,Consumer,FL,Fan Shop,USCA,Chicago,Estados Unidos,29.99,0.2,49.98,0.47,3,149.94,119.95,56.38,US Center ,Illinois,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0,0.75,449.82,0.3760170734960651,0
TRANSFER,3,4,126.71,263.98,Advance shipping,0,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Dortmund,Alemania,36.0,0.12,299.98,0.48,1,299.98,263.98,126.71,Western Europe,Renania del Norte-Westfalia,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-1,0.25,299.98,0.4223948263217547,0
DEBIT,2,1,57.32,163.77,Late delivery,1,Cleats,Rancho Cucamonga,EE. UU.,Corporate,CA,Apparel,Europe,Garforth,Reino Unido,16.2,0.09,59.99,0.35,3,179.97,163.77,57.32,Northern Europe,Inglaterra,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.318497527365672,1
TRANSFER,5,4,-74.95,120.89,Late delivery,1,Men's Footwear,Kent,EE. UU.,Consumer,WA,Apparel,LATAM,Chihuahua,México,9.1,0.07,129.99,-0.62,1,129.99,120.89,-74.95,Central America,Chihuahua,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,-0.5765828140626201,0
PAYMENT,1,0,32.71,436.1,Late delivery,1,Crafts,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Adelaide,Australia,25.38,0.06,461.48,0.08,1,461.48,436.1,32.71,Oceania,Australia del Sur,PENDING_PAYMENT,Porcelain crafts,461.48,Same Day,1,inf,461.48,0.070880644881685,1
PAYMENT,2,1,235.18,489.95,Late delivery,1,Cardio Equipment,Reynoldsburg,EE. UU.,Consumer,OH,Footwear,Europe,Trappes,Francia,10.0,0.02,99.99,0.48,5,499.95,489.95,235.18,Western Europe,Isla de Francia,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,1,5.0,2499.75,0.4704070407040704,1
TRANSFER,4,4,34.32,114.39,Shipping on time,0,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Resistencia,Argentina,15.6,0.12,129.99,0.3,1,129.99,114.39,34.32,South America,Chaco,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,0.264020309254558,0
DEBIT,5,4,95.29,232.41,Late delivery,1,Indoor/Outdoor Games,Bronx,EE. UU.,Consumer,NY,Fan Shop,Africa,Dakar,Senegal,17.49,0.07,49.98,0.41,5,249.9,232.41,95.29,West Africa,Dakar,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,1.25,1249.5,0.381312525010004,0
CASH,3,2,11.9,42.48,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Nom Pen,Camboya,7.5,0.15,49.98,0.28,1,49.98,42.48,11.9,Southeast Asia,Nom Pen,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class,1,0.5,49.98,0.2380952380952381,0
PAYMENT,5,4,41.16,84.0,Late delivery,1,Women's Apparel,Baldwin Park,EE. UU.,Consumer,CA,Golf,Europe,Tilburg,Países Bajos,16.0,0.16,50.0,0.49,2,100.0,84.0,41.16,Western Europe,Brabante Septentrional,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,0.5,200.0,0.4115999999999999,0
TRANSFER,2,4,66.15,188.99,Advance shipping,0,Water Sports,Bakersfield,EE. UU.,Consumer,CA,Fan Shop,USCA,Philadelphia,Estados Unidos,11.0,0.06,199.99,0.35,1,199.99,188.99,66.15,East of USA,Pensilvania,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,-2,0.25,199.99,0.3307665383269164,0
TRANSFER,2,4,10.8,179.99,Advance shipping,0,Water Sports,Miami,EE. UU.,Consumer,FL,Fan Shop,LATAM,Puebla,México,20.0,0.1,199.99,0.06,1,199.99,179.99,10.8,Central America,Puebla,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,-2,0.25,199.99,0.0540027001350067,0
DEBIT,2,1,82.64,284.95,Late delivery,1,Cleats,Bronx,EE. UU.,Corporate,NY,Apparel,Europe,Jersón,Ucrania,15.0,0.05,59.99,0.29,5,299.95,284.95,82.64,Eastern Europe,Jersón,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,5.0,1499.75,0.2755125854309052,1
DEBIT,2,4,84.58,179.96,Advance shipping,0,Shop By Sport,La Habra,EE. UU.,Consumer,CA,Golf,Europe,Dublín,Irlanda,20.0,0.1,39.99,0.47,5,199.95,179.96,84.58,Northern Europe,Dublín,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-2,1.25,999.75,0.4230057514378594,0
PAYMENT,4,4,115.19,239.98,Shipping on time,0,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Pacific Asia,Bishkek,Kirguistán,60.0,0.2,299.98,0.48,1,299.98,239.98,115.19,Central Asia,Bishkek,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.3839922661510767,0
DEBIT,3,4,-25.86,146.94,Advance shipping,0,Indoor/Outdoor Games,Phoenix,EE. UU.,Consumer,AZ,Fan Shop,LATAM,Juárez,México,3.0,0.02,49.98,-0.18,3,149.94,146.94,-25.86,Central America,Chihuahua,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-1,0.75,449.82,-0.172468987595038,0
PAYMENT,3,4,84.45,175.93,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,David,Panamá,23.99,0.12,49.98,0.48,4,199.92,175.93,84.45,Central America,Chiriquí,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-1,1.0,799.68,0.4224189675870348,0
DEBIT,5,4,49.27,140.76,Late delivery,1,Shop By Sport,Garden Grove,EE. UU.,Consumer,CA,Golf,Europe,Rome,Italia,19.2,0.12,39.99,0.35,4,159.96,140.76,49.27,Southern Europe,Lacio,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,1,1.0,639.84,0.3080145036259065,0
TRANSFER,6,4,91.47,251.98,Late delivery,1,Camping & Hiking,Laguna Niguel,EE. UU.,Consumer,CA,Fan Shop,Europe,Berlín,Alemania,48.0,0.16,299.98,0.36,1,299.98,251.98,91.47,Western Europe,Berlín,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.3049203280218681,0
DEBIT,2,4,9.7,48.5,Advance shipping,0,Women's Apparel,Glendale,EE. UU.,Corporate,AZ,Golf,Africa,Mabopane,SudAfrica,1.5,0.03,50.0,0.2,1,50.0,48.5,9.7,Southern Africa,Gauteng,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.25,50.0,0.1939999999999999,0
TRANSFER,5,2,39.9,299.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,USCA,North York,Canada,0.0,0.0,299.98,0.13,1,299.98,299.98,39.9,Canada,Ontario,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,3,0.5,299.98,0.1330088672578172,0
DEBIT,4,4,0.0,327.98,Shipping on time,0,Fishing,Orlando,EE. UU.,Home Office,FL,Fan Shop,LATAM,Juárez,México,72.0,0.18,399.98,0.0,1,399.98,327.98,0.0,Central America,Chihuahua,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0,0.25,399.98,0.0,0
PAYMENT,3,2,181.43,377.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Mecca,Arabia Saudí,22.0,0.06,399.98,0.48,1,399.98,377.98,181.43,West Asia,Meca,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,1,0.5,399.98,0.4535976798839942,0
TRANSFER,6,4,74.4,185.99,Late delivery,1,Water Sports,Indianapolis,EE. UU.,Corporate,IN,Fan Shop,LATAM,Chinautla,Guatemala,14.0,0.07,199.99,0.4,1,199.99,185.99,74.4,Central America,Guatemala,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class,2,0.25,199.99,0.3720186009300465,0
DEBIT,4,2,79.19,239.96,Late delivery,1,Cleats,Ontario,EE. UU.,Consumer,CA,Apparel,Europe,Ravenna,Italia,0.0,0.0,59.99,0.33,4,239.96,239.96,79.19,Southern Europe,Emilia-Romaña,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,2,2.0,959.84,0.330013335555926,0
DEBIT,2,1,-146.56,199.95,Late delivery,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Cheliábinsk,Rusia,0.0,0.0,39.99,-0.73,5,199.95,199.95,-146.56,Eastern Europe,Cheliábinsk,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,1,5.0,999.75,-0.7329832458114529,1
DEBIT,1,0,-222.49,303.54,Late delivery,1,Children's Clothing,Hawthorne,EE. UU.,Consumer,CA,Apparel,Europe,Lattes,Francia,53.57,0.15,357.1,-0.73,1,357.1,303.54,-222.49,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,Children's heaters,357.1,Same Day,1,inf,357.1,-0.6230467656118734,1
TRANSFER,2,1,15.25,134.98,Late delivery,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Osmaniye,Turquía,44.99,0.25,59.99,0.11,3,179.97,134.98,15.25,West Asia,Osmaniye,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.0847363449463799,1
CASH,2,4,191.99,399.98,Advance shipping,0,Fishing,Staten Island,EE. UU.,Home Office,NY,Fan Shop,Africa,Casablanca,Marruecos,0.0,0.0,399.98,0.48,1,399.98,399.98,191.99,North Africa,Gran Casablanca,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-2,0.25,399.98,0.4799989999499975,0
TRANSFER,2,2,135.99,399.98,Shipping canceled,0,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Chaguanas,Trinidad y Tobago,0.0,0.0,399.98,0.34,1,399.98,399.98,135.99,Caribbean,Chaguanas,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,0,0.5,399.98,0.33999199959998,0
PAYMENT,2,2,5.15,19.79,Shipping on time,0,Golf Balls,Mesa,EE. UU.,Home Office,AZ,Outdoors,LATAM,Santiago de Cuba,Cuba,0.2,0.01,19.99,0.26,1,19.99,19.79,5.15,Caribbean,Santiago de Cuba,PENDING_PAYMENT,Glove It Women's Mod Oval Golf Glove,19.99,Second Class,0,0.5,19.99,0.2576288144072036,0
CASH,6,4,20.92,55.79,Late delivery,1,Cleats,Pompano Beach,EE. UU.,Consumer,FL,Apparel,Africa,Cairo,Egipto,4.2,0.07,59.99,0.38,1,59.99,55.79,20.92,North Africa,El Cairo,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.25,59.99,0.3487247874645774,0
TRANSFER,2,1,13.0,129.99,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,Valladolid,España,0.0,0.0,129.99,0.1,1,129.99,129.99,13.0,Southern Europe,Castilla y León,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.1000076928994538,1
CASH,5,4,80.99,299.97,Late delivery,1,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Pontault-Combault,Francia,99.99,0.25,99.99,0.27,4,399.96,299.97,80.99,Western Europe,Isla de Francia,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1,1.0,1599.84,0.2024952495249525,0
DEBIT,0,0,42.0,150.0,Shipping on time,0,Women's Apparel,Philadelphia,EE. UU.,Corporate,PA,Golf,Africa,Kinshasa,República Democrática del Congo,50.0,0.25,50.0,0.28,4,200.0,150.0,42.0,Central Africa,Kinshasa,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day,0,inf,800.0,0.21,1
TRANSFER,2,1,51.83,107.98,Late delivery,1,Cleats,Houston,EE. UU.,Corporate,TX,Apparel,Pacific Asia,Pune,India,12.0,0.1,59.99,0.48,2,119.98,107.98,51.83,South Asia,Maharashtra,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,2.0,239.96,0.4319886647774629,1
PAYMENT,2,2,78.29,260.96,Shipping on time,0,Cleats,Garden Grove,EE. UU.,Corporate,CA,Apparel,Africa,Algiers,Argelia,38.99,0.13,59.99,0.3,5,299.95,260.96,78.29,North Africa,Alger,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0,2.5,1499.75,0.2610101683613935,0
DEBIT,2,4,-35.27,100.77,Advance shipping,0,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Dublín,Irlanda,19.2,0.16,39.99,-0.35,3,119.97,100.77,-35.27,Northern Europe,Dublín,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-2,0.75,359.91,-0.2939901642077186,0
PAYMENT,6,4,67.3,203.95,Late delivery,1,Women's Clothing,Chula Vista,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Lahore,Pakistán,11.87,0.06,215.82,0.33,1,215.82,203.95,67.3,South Asia,Punyab,PENDING_PAYMENT,Summer dresses,215.82,Standard Class,2,0.25,215.82,0.3118339356871467,0
TRANSFER,4,2,-20.23,284.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Chimaltenango,Guatemala,15.0,0.05,299.98,-0.07,1,299.98,284.98,-20.23,Central America,Chimaltenango,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,2,0.5,299.98,-0.0674378291886125,0
TRANSFER,1,0,11.72,188.98,Late delivery,1,Cardio Equipment,Irwin,EE. UU.,Consumer,PA,Footwear,Pacific Asia,Manukau City,Nueva Zelanda,11.0,0.06,99.99,0.06,2,199.98,188.98,11.72,Oceania,Auckland,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,1,inf,399.96,0.0586058605860586,1
DEBIT,4,4,59.85,284.98,Shipping on time,0,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Troisdorf,Alemania,15.0,0.05,299.98,0.21,1,299.98,284.98,59.85,Western Europe,Renania del Norte-Westfalia,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.1995133008867257,0
DEBIT,2,4,66.24,195.99,Advance shipping,0,Water Sports,Campbell,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santa Catarina,México,4.0,0.02,199.99,0.34,1,199.99,195.99,66.24,Central America,Nuevo León,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,-2,0.25,199.99,0.3312165608280413,0
DEBIT,6,4,0.83,11.06,Late delivery,1,CDs ,Las Vegas,EE. UU.,Corporate,NV,Discs Shop,Pacific Asia,Gold Coast,Australia,0.23,0.02,11.29,0.08,1,11.29,11.06,0.83,Oceania,Queensland,COMPLETE,CDs of rock,11.29,Standard Class,2,0.25,11.29,0.0735163861824623,0
DEBIT,4,2,31.43,120.89,Late delivery,1,Men's Footwear,Endicott,EE. UU.,Corporate,NY,Apparel,Europe,Saint-Chamond,Francia,9.1,0.07,129.99,0.26,1,129.99,120.89,31.43,Western Europe,Auvernia-Ródano-Alpes,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,2,0.5,129.99,0.241787829833064,0
PAYMENT,2,1,4.35,87.0,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Estambul,Turquía,13.0,0.13,50.0,0.05,2,100.0,87.0,4.35,West Asia,Estambul,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,2.0,200.0,0.0435,1
DEBIT,4,4,56.78,118.29,Shipping on time,0,Men's Footwear,Humacao,Puerto Rico,Consumer,PR,Apparel,Europe,Barcelona,España,11.7,0.09,129.99,0.48,1,129.99,118.29,56.78,Southern Europe,Cataluña,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,0.4368028309869989,0
DEBIT,4,4,32.01,96.99,Shipping on time,0,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,USCA,Mesa,Estados Unidos,3.0,0.03,99.99,0.33,1,99.99,96.99,32.01,West of USA ,Arizona,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0,0.25,99.99,0.3201320132013201,0
TRANSFER,5,4,12.34,109.19,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,Zurich,Suiza,20.8,0.16,129.99,0.11,1,129.99,109.19,12.34,Western Europe,Zúrich,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.094930379259943,0
DEBIT,3,4,12.0,159.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Nouakchott,Mauritania,40.0,0.2,199.99,0.08,1,199.99,159.99,12.0,West Africa,Nouakchott,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,0.0600030001500075,0
PAYMENT,3,4,115.19,239.98,Advance shipping,0,Cardio Equipment,Grove City,EE. UU.,Consumer,OH,Footwear,Pacific Asia,Mersin,Turquía,59.99,0.2,99.99,0.48,3,299.97,239.98,115.19,West Asia,Mersin,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-1,0.75,899.9100000000001,0.3840050671733839,0
TRANSFER,2,4,-127.53,173.98,Advance shipping,0,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Cologne,Alemania,26.0,0.13,99.99,-0.73,2,199.98,173.98,-127.53,Western Europe,Renania del Norte-Westfalia,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-2,0.5,399.96,-0.6377137713771378,0
PAYMENT,5,4,20.96,58.22,Late delivery,1,Electronics,Caguas,Puerto Rico,Consumer,PR,Footwear,Pacific Asia,Tabuk,Arabia Saudí,5.76,0.09,31.99,0.36,2,63.98,58.22,20.96,West Asia,Tabuk,PENDING_PAYMENT,Under Armour Women's Ignite PIP VI Slide,31.99,Standard Class,1,0.5,127.96,0.3276023757424195,0
PAYMENT,3,2,36.83,174.57,Late delivery,1,Baseball & Softball,Virginia Beach,EE. UU.,Corporate,VA,Fitness,Pacific Asia,Amasya,Turquía,5.4,0.03,59.99,0.21,3,179.97,174.57,36.83,West Asia,Amasya,PENDING_PAYMENT,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99,Second Class,1,1.5,539.91,0.2046452186475523,0
DEBIT,6,4,55.16,151.96,Late delivery,1,Shop By Sport,Las Vegas,EE. UU.,Consumer,NV,Golf,Pacific Asia,Almaty,Kazajistán,8.0,0.05,39.99,0.36,4,159.96,151.96,55.16,Central Asia,Ciudad de Almatý,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2,1.0,639.84,0.344836209052263,0
TRANSFER,2,2,23.63,189.0,Shipping on time,0,Women's Apparel,Houston,EE. UU.,Consumer,TX,Golf,LATAM,Coyoacán,México,11.0,0.06,50.0,0.13,4,200.0,189.0,23.63,Central America,Distrito Federal,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,0,2.0,800.0,0.1181499999999999,0
DEBIT,2,1,-52.2,173.99,Late delivery,1,Water Sports,Cleveland,EE. UU.,Home Office,OH,Fan Shop,Pacific Asia,Estambul,Turquía,26.0,0.13,199.99,-0.3,1,199.99,173.99,-52.2,West Asia,Estambul,COMPLETE,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,-0.2610130506525326,1
TRANSFER,2,1,52.39,167.37,Late delivery,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,Florence,Italia,12.6,0.07,59.99,0.31,3,179.97,167.37,52.39,Southern Europe,Toscana,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.291104072901039,1
DEBIT,2,4,28.69,81.97,Advance shipping,0,Indoor/Outdoor Games,North Hills,EE. UU.,Consumer,CA,Fan Shop,USCA,Philadelphia,Estados Unidos,17.99,0.18,49.98,0.35,2,99.96,81.97,28.69,East of USA,Pensilvania,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,0.5,199.92,0.287014805922369,0
PAYMENT,2,1,38.47,170.97,Late delivery,1,Cleats,Indianapolis,EE. UU.,Corporate,IN,Apparel,LATAM,Managua,Nicaragua,9.0,0.05,59.99,0.23,3,179.97,170.97,38.47,Central America,Managua,PAYMENT_REVIEW,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.2137578485303106,1
TRANSFER,6,2,26.4,351.98,Shipping canceled,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Alexandria,Egipto,48.0,0.12,399.98,0.08,1,399.98,351.98,26.4,North Africa,Alejandría,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,4,0.5,399.98,0.0660033001650082,0
PAYMENT,0,0,37.51,331.98,Shipping on time,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Bourges,Francia,68.0,0.17,399.98,0.11,1,399.98,331.98,37.51,Western Europe,Centro-Valle de Loira,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day,0,inf,399.98,0.0937796889844492,1
CASH,2,1,24.9,99.58,Late delivery,1,Cleats,Jacksonville,EE. UU.,Corporate,NC,Apparel,Europe,Toulouse,Francia,20.4,0.17,59.99,0.25,2,119.98,99.58,24.9,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,2.0,239.96,0.207534589098183,1
TRANSFER,4,2,56.68,125.95,Late delivery,1,Indoor/Outdoor Games,San Bernardino,EE. UU.,Consumer,CA,Fan Shop,USCA,Jacksonville,Estados Unidos,23.99,0.16,49.98,0.45,3,149.94,125.95,56.68,South of  USA ,Florida,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Second Class,2,1.5,449.82,0.3780178738161932,0
PAYMENT,1,0,6.99,104.37,Late delivery,1,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,Europe,Oradea,Rumania,15.6,0.13,39.99,0.07,3,119.97,104.37,6.99,Eastern Europe,Bihor,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,1,inf,359.91,0.0582645661415353,1
DEBIT,2,2,66.0,239.98,Shipping on time,0,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Schwerin,Alemania,60.0,0.2,299.98,0.28,1,299.98,239.98,66.0,Western Europe,Mecklemburgo-Pomerania Occidental,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,0,0.5,299.98,0.2200146676445096,0
TRANSFER,6,4,44.62,254.98,Late delivery,1,Camping & Hiking,Las Cruces,EE. UU.,Consumer,NM,Fan Shop,Europe,Stoke-on-Trent,Reino Unido,45.0,0.15,299.98,0.18,1,299.98,254.98,44.62,Northern Europe,Inglaterra,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.1487432495499699,0
TRANSFER,2,1,10.81,122.84,Late delivery,1,Men's Footwear,Chicago,EE. UU.,Consumer,IL,Apparel,Pacific Asia,Lahore,Pakistán,7.15,0.06,129.99,0.09,1,129.99,122.84,10.81,South Asia,Punyab,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.0831602430956227,1
TRANSFER,5,2,186.96,397.8,Late delivery,1,Cameras ,Brooklyn,EE. UU.,Consumer,NY,Technology,Europe,Bottrop,Alemania,54.24,0.12,452.04,0.47,1,452.04,397.8,186.96,Western Europe,Renania del Norte-Westfalia,PENDING,Web Camera,452.04,Second Class,3,0.5,452.04,0.4135917175471197,0
PAYMENT,3,4,79.67,248.98,Advance shipping,0,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Frederiksberg,Dinamarca,51.0,0.17,299.98,0.32,1,299.98,248.98,79.67,Northern Europe,Región Capital,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-1,0.25,299.98,0.265584372291486,0
TRANSFER,6,4,122.39,359.98,Shipping canceled,0,Fishing,Irwin,EE. UU.,Home Office,PA,Fan Shop,Pacific Asia,Christchurch,Nueva Zelanda,40.0,0.1,399.98,0.34,1,399.98,359.98,122.39,Oceania,Canterbury,SUSPECTED_FRAUD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2,0.25,399.98,0.3059902995149757,0
DEBIT,4,4,115.82,296.98,Shipping on time,0,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Rome,Italia,3.0,0.01,299.98,0.39,1,299.98,296.98,115.82,Southern Europe,Lacio,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.3860924061604106,0
TRANSFER,1,0,115.19,383.98,Late delivery,1,Fishing,Marietta,EE. UU.,Consumer,GA,Fan Shop,LATAM,Cienfuegos,Cuba,16.0,0.04,399.98,0.3,1,399.98,383.98,115.19,Caribbean,Cienfuegos,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day,1,inf,399.98,0.2879893994699735,1
DEBIT,2,4,26.77,116.38,Advance shipping,0,Cleats,Fort Washington,EE. UU.,Consumer,MD,Apparel,Europe,Reading,Reino Unido,3.6,0.03,59.99,0.23,2,119.98,116.38,26.77,Northern Europe,Inglaterra,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-2,0.5,239.96,0.2231205200866811,0
